date,max_temp,min_temp,mean_temp,mean_rh,events,cloud_cover
7/5/2016,60,42,51,93,Fog-Rain,5
7/6/2016,51,42,46,100,Fog,4
7/7/2016,59,50,54,87,Rain,6
7/8/2016,60,55,58,90,Rain-Thunderstorm,6
7/9/2016,59,48,54,69,NA,5
7/10/2016,57,46,52,74,NA,3
7/11/2016,57,44,50,75,NA,4
7/12/2016,57,41,49,81,NA,4
7/13/2016,59,39,49,85,Rain,7
7/14/2016,59,50,54,83,Rain,5
7/15/2016,60,51,56,79,Rain-Thunderstorm,5
7/16/2016,57,50,54,76,Rain,4
7/17/2016,59,51,55,78,Rain,6
7/18/2016,57,50,54,78,Rain,5
7/19/2016,60,51,56,83,Rain,6
7/20/2016,57,51,54,78,Rain,6
7/21/2016,57,50,54,79,Rain,6
7/22/2016,59,48,54,85,Rain,6
7/23/2016,62,57,60,92,Rain,7
7/24/2016,64,55,60,75,Rain-Hail,7
7/25/2016,59,46,52,77,Rain,4
7/26/2016,60,48,54,90,Rain,5
7/27/2016,60,46,53,90,Rain,4
7/28/2016,60,51,56,86,Rain,5
7/29/2016,59,51,55,73,Rain,6
7/30/2016,60,51,56,78,Rain,6
7/31/2016,55,46,50,77,Rain,5
8/1/2016,59,48,54,86,Rain,4
8/2/2016,57,48,52,83,Rain,4
8/3/2016,60,51,56,89,Rain,6
8/4/2016,57,50,54,92,Rain,6
8/5/2016,57,48,52,84,Rain,4
8/6/2016,50,44,47,86,Rain,7
8/7/2016,51,46,48,68,Rain,3
8/8/2016,51,37,44,72,Rain,4
8/9/2016,55,39,47,75,Rain,5
8/10/2016,53,46,50,75,Rain,6
8/11/2016,59,48,54,79,NA,4
8/12/2016,60,42,51,87,NA,5
8/13/2016,59,48,54,87,Rain,5
8/14/2016,59,41,50,79,NA,7
8/15/2016,57,46,52,69,NA,7
8/16/2016,60,41,50,85,Fog,5
8/17/2016,59,42,50,85,Fog,3
8/18/2016,59,42,50,84,Fog,NA
8/19/2016,57,42,50,75,NA,6
8/20/2016,60,46,53,77,NA,7
8/21/2016,60,42,51,81,NA,4
8/22/2016,60,44,52,82,Rain,6
8/23/2016,60,48,54,86,NA,3
8/24/2016,57,46,52,96,Rain,6
8/25/2016,60,55,58,97,Rain,7
8/26/2016,64,55,60,82,Rain,6
8/27/2016,60,51,56,72,Rain,5
8/28/2016,60,48,54,81,NA,2
8/29/2016,57,48,52,85,Rain,6
8/30/2016,60,53,56,84,Rain,3
8/31/2016,60,48,54,81,NA,6
9/1/2016,59,46,52,88,Rain,6
9/2/2016,64,50,57,85,Rain,6
9/3/2016,60,55,58,90,Rain,7
9/4/2016,66,57,62,90,Rain,7
9/5/2016,60,55,58,77,Rain,6
9/6/2016,60,53,56,76,Rain,5
9/7/2016,60,51,56,73,Rain,6
9/8/2016,51,42,46,75,Rain,5
9/9/2016,53,44,48,61,NA,5
9/10/2016,57,44,50,72,NA,1
9/11/2016,60,39,50,74,NA,NA
9/12/2016,59,41,50,83,NA,5
9/13/2016,62,44,53,76,NA,7
9/14/2016,64,50,57,84,Rain,6
9/15/2016,57,55,56,94,Rain,7
9/16/2016,68,57,62,88,Rain,5
9/17/2016,60,57,58,91,Rain,6
9/18/2016,62,55,58,90,Rain,7
9/19/2016,60,51,56,84,Rain,5
9/20/2016,60,50,55,85,Rain,6
9/21/2016,60,53,56,86,Rain,7
9/22/2016,62,51,56,89,Rain,7
9/23/2016,66,57,62,90,Rain,7
9/24/2016,62,55,58,90,Rain,6
9/25/2016,60,55,58,97,Rain,7
9/26/2016,64,55,60,81,Rain,7
9/27/2016,64,55,60,87,Rain,6
9/28/2016,60,53,56,93,Rain-Thunderstorm,7
9/29/2016,66,53,60,86,Rain,6
9/30/2016,66,55,60,90,Rain,7
10/1/2016,66,55,60,87,Rain,6
10/2/2016,64,55,60,92,Rain,6
10/3/2016,64,51,58,88,Fog-Rain,4
10/4/2016,64,55,60,83,Rain,5
10/5/2016,64,55,60,82,Rain,5
10/6/2016,60,53,56,81,Rain,6
10/7/2016,60,50,55,77,Rain,5
10/8/2016,62,55,58,73,Rain,5
10/9/2016,64,53,58,82,Rain,7
10/10/2016,59,53,56,83,Rain,6
10/11/2016,69,53,61,87,Rain,5
10/12/2016,66,57,62,84,Rain,6
10/13/2016,62,53,58,68,Rain,3
10/14/2016,66,48,57,79,Rain,5
10/15/2016,60,48,54,78,Rain,4
10/16/2016,62,55,58,75,Rain,5
10/17/2016,64,57,60,77,NA,3
10/18/2016,64,53,58,76,NA,3
10/19/2016,69,50,60,83,NA,6
10/20/2016,69,57,63,83,Rain,6
10/21/2016,62,51,56,75,Rain,5
10/22/2016,62,53,58,75,Rain,5
10/23/2016,64,51,58,72,NA,NA
10/24/2016,66,51,58,81,Rain,6
10/25/2016,66,55,60,89,Rain,6
10/26/2016,66,55,60,83,Rain,5
10/27/2016,64,55,60,78,Rain,5
10/28/2016,66,53,60,76,Rain,4
10/29/2016,62,55,58,68,Rain,3
10/30/2016,60,51,56,63,NA,3
10/31/2016,62,46,54,71,Rain-Thunderstorm,4
11/1/2016,68,44,56,69,NA,5
11/2/2016,64,55,60,74,Rain,5
11/3/2016,64,55,60,67,Rain,4
11/4/2016,62,51,56,71,Rain,6
11/5/2016,66,53,60,80,Rain,5
11/6/2016,75,59,67,76,Rain,5
11/7/2016,64,53,58,87,Rain,6
11/8/2016,64,53,58,79,Rain,6
11/9/2016,66,59,62,81,NA,5
11/10/2016,69,59,64,76,NA,5
11/11/2016,69,59,64,82,Rain,6
11/12/2016,64,57,60,83,Rain,7
11/13/2016,64,53,60,61,Rain,6
11/14/2016,68,50,59,80,NA,4
11/15/2016,66,62,64,94,Rain,7
11/16/2016,66,59,62,77,Rain,4
11/17/2016,62,51,56,82,Rain,5
11/18/2016,64,51,58,70,Rain,4
11/19/2016,64,59,62,83,Rain,7
11/20/2016,64,59,62,68,NA,6
11/21/2016,64,57,60,71,Rain,4
11/22/2016,66,57,62,77,NA,3
11/23/2016,66,57,62,78,NA,5
11/24/2016,73,57,65,76,NA,6
11/25/2016,68,60,64,88,Rain,6
11/26/2016,71,55,63,75,Rain,2
11/27/2016,69,57,63,72,Rain,5
11/28/2016,64,55,60,67,Rain,5
11/29/2016,64,57,60,73,Rain,7
11/30/2016,68,57,62,68,Rain,7
12/1/2016,69,51,60,80,NA,4
12/2/2016,68,57,62,81,Rain,6
12/3/2016,69,59,64,62,NA,6
12/4/2016,68,59,64,71,NA,6
12/5/2016,73,59,66,75,NA,5
12/6/2016,77,59,68,75,NA,3
12/7/2016,71,60,66,79,Rain,3
12/8/2016,66,60,63,93,Rain,7
12/9/2016,77,60,68,81,NA,6
12/10/2016,71,62,66,88,Rain,6
12/11/2016,66,55,60,69,Rain,5
12/12/2016,66,55,60,72,Rain,6
12/13/2016,66,55,60,62,Rain,5
12/14/2016,66,59,62,72,NA,6
12/15/2016,71,57,64,82,Rain,5
12/16/2016,68,59,64,64,NA,4
12/17/2016,68,57,64,68,NA,6
12/18/2016,71,53,62,75,NA,5
12/19/2016,73,60,66,80,Rain,6
12/20/2016,68,57,62,62,NA,3
12/21/2016,75,51,63,72,NA,2
12/22/2016,77,60,68,77,NA,5
12/23/2016,68,57,62,71,Rain-Hail,5
12/24/2016,68,55,62,70,Rain,5
12/25/2016,69,59,64,71,Rain,7
12/26/2016,69,60,64,68,NA,6
12/27/2016,68,59,64,74,NA,7
12/28/2016,71,59,66,83,Rain,5
12/29/2016,64,59,62,69,Rain,6
12/30/2016,71,53,62,71,NA,4
12/31/2016,71,53,62,71,NA,5
1/1/2017,75,59,67,70,NA,4
1/2/2017,75,62,68,85,Rain,7
1/3/2017,77,66,72,86,Rain,7
1/4/2017,68,60,64,76,Rain,6
1/5/2017,68,57,62,55,NA,6
1/6/2017,69,50,60,65,NA,3
1/7/2017,69,59,64,60,NA,5
1/8/2017,69,60,64,63,NA,6
1/9/2017,73,62,68,68,NA,6
1/10/2017,73,60,66,83,Rain,7
1/11/2017,75,64,70,84,Rain,6
1/12/2017,77,60,68,74,NA,4
1/13/2017,73,60,66,75,Rain,6
1/14/2017,73,60,66,68,NA,4
1/15/2017,77,64,70,82,Rain,7
1/16/2017,71,62,66,68,NA,4
1/17/2017,71,60,66,67,NA,4
1/18/2017,73,62,68,75,NA,5
1/19/2017,69,59,64,76,Rain,6
1/20/2017,68,57,62,61,Rain,2
1/21/2017,71,51,61,75,Rain-Hail,4
1/22/2017,73,62,68,78,Rain,6
1/23/2017,69,59,64,67,Rain,6
1/24/2017,71,60,66,67,NA,5
1/25/2017,71,59,65,78,Rain,5
1/26/2017,69,59,64,65,NA,4
1/27/2017,69,60,64,66,NA,4
1/28/2017,71,60,66,72,NA,4
1/29/2017,73,55,64,79,NA,1
1/30/2017,73,59,66,73,NA,5
1/31/2017,75,64,70,79,Rain,7
2/1/2017,75,60,68,76,NA,4
2/2/2017,77,64,70,73,Rain,4
2/3/2017,75,64,70,80,Rain,7
2/4/2017,73,62,68,70,NA,3
2/5/2017,75,62,68,74,NA,3
2/6/2017,77,57,67,78,NA,4
2/7/2017,80,66,73,79,NA,6
2/8/2017,71,62,68,83,Rain,7
2/9/2017,73,59,66,66,Rain,6
2/10/2017,71,57,64,72,NA,5
2/11/2017,71,60,66,68,NA,4
2/12/2017,75,57,66,79,Rain,5
2/13/2017,80,66,74,83,Rain,7
2/14/2017,66,64,65,95,Rain,7
2/15/2017,75,60,68,77,Rain,7
2/16/2017,68,59,64,92,Rain,7
2/17/2017,69,62,66,92,Rain,7
2/18/2017,78,64,71,86,Rain,6
2/19/2017,80,68,74,84,Rain,6
2/20/2017,77,66,72,75,Rain,6
2/21/2017,77,59,68,70,NA,4
2/22/2017,75,62,68,73,NA,6
2/23/2017,77,59,68,81,Fog,4
2/24/2017,77,62,70,80,NA,5
2/25/2017,75,64,70,79,NA,6
2/26/2017,75,62,68,74,NA,4
2/27/2017,80,59,70,75,NA,4
2/28/2017,77,62,70,79,Rain,6
3/1/2017,75,62,68,83,NA,5
3/2/2017,73,60,68,77,NA,3
3/3/2017,71,59,65,71,NA,5
3/4/2017,75,62,68,75,Rain,4
3/5/2017,71,66,68,76,Rain,6
3/6/2017,73,62,68,66,NA,6
3/7/2017,71,60,66,89,Rain,5
3/8/2017,69,60,64,88,Rain,6
3/9/2017,73,60,66,79,NA,6
3/10/2017,73,66,70,87,Rain,5
3/11/2017,73,66,70,94,Rain,6
3/12/2017,73,66,70,91,Rain,7
3/13/2017,71,62,66,78,Rain,6
3/14/2017,68,60,64,75,Rain,5
3/15/2017,71,53,62,71,NA,1
3/16/2017,73,53,63,72,NA,2
3/17/2017,73,57,65,78,NA,5
3/18/2017,71,62,66,83,NA,4
3/19/2017,73,57,65,78,NA,4
3/20/2017,73,55,64,80,Rain,6
3/21/2017,71,62,66,77,Rain,7
3/22/2017,73,64,68,83,NA,7
3/23/2017,71,62,66,85,Rain,7
3/24/2017,73,59,66,83,NA,5
3/25/2017,73,62,68,83,Rain,4
3/26/2017,75,64,70,84,Rain,5
3/27/2017,75,64,70,91,Rain,6
3/28/2017,78,62,70,87,Rain-Thunderstorm,5
3/29/2017,69,64,66,92,Rain,7
3/30/2017,71,62,66,89,Rain,6
3/31/2017,69,60,64,81,NA,8
4/1/2017,75,57,66,86,NA,2
4/2/2017,75,62,68,91,Rain,7
4/3/2017,75,66,70,92,Fog-Rain,5
4/4/2017,73,60,66,95,Rain,6
4/5/2017,77,62,70,94,Rain,6
4/6/2017,68,60,64,73,Rain,5
4/7/2017,68,59,64,77,Rain,5
4/8/2017,69,53,61,81,NA,5
4/9/2017,68,53,60,80,NA,4
4/10/2017,73,57,65,80,NA,3
4/11/2017,75,60,68,84,NA,5
4/12/2017,69,66,68,92,Rain,5
4/13/2017,68,62,65,91,Rain,6
4/14/2017,71,60,66,87,Rain,4
4/15/2017,68,57,62,84,Rain,3
4/16/2017,69,57,63,82,Rain,4
4/17/2017,66,57,62,83,Rain,4
4/18/2017,68,55,62,81,Rain,4
4/19/2017,66,51,58,83,Fog-Rain,3
4/20/2017,66,57,62,76,Rain,5
4/21/2017,62,51,56,75,NA,7
4/22/2017,68,55,62,79,NA,7
4/23/2017,66,51,58,84,NA,5
4/24/2017,66,57,62,80,Rain,7
4/25/2017,68,51,60,82,NA,2
4/26/2017,68,48,58,86,Fog,4
4/27/2017,71,50,60,86,NA,5
4/28/2017,71,53,62,87,NA,5
4/29/2017,66,60,63,96,Rain,6
4/30/2017,66,55,60,85,Rain,6
5/1/2017,60,46,54,72,Rain,5
5/2/2017,60,44,52,73,NA,NA
5/3/2017,62,42,52,87,Rain,5
5/4/2017,62,57,60,71,Rain,6
5/5/2017,64,51,58,75,Rain,5
5/6/2017,64,46,55,88,Fog,5
5/7/2017,64,46,55,85,Fog,7
5/8/2017,66,51,58,88,NA,5
5/9/2017,69,51,60,86,Rain,6
5/10/2017,68,57,62,88,Rain,5
5/11/2017,66,62,64,91,Rain,6
5/12/2017,66,57,62,92,Rain-Thunderstorm,7
5/13/2017,59,48,54,72,NA,7
5/14/2017,59,42,50,84,NA,7
5/15/2017,62,53,58,76,Rain,7
5/16/2017,62,51,56,77,Rain,7
5/17/2017,68,59,64,94,Rain,6
5/18/2017,64,59,62,80,Rain,7
5/19/2017,60,55,58,72,Rain,7
5/20/2017,60,51,56,73,Rain,5
5/21/2017,57,42,50,62,Rain,5
5/22/2017,57,37,47,77,NA,NA
5/23/2017,60,37,48,78,NA,5
5/24/2017,66,50,58,89,Rain,5
5/25/2017,60,44,52,93,Fog,5
5/26/2017,66,44,55,88,Fog-Rain,5
5/27/2017,64,57,60,96,Fog-Rain,6
5/28/2017,62,55,58,93,Rain,5
5/29/2017,62,53,58,89,Fog-Rain,6
5/30/2017,62,53,58,83,Rain,5
5/31/2017,62,51,56,91,Rain,3
6/1/2017,62,48,55,91,Fog,5
6/2/2017,60,53,56,89,Rain,7
6/3/2017,59,50,54,82,Rain,6
6/4/2017,59,46,52,81,NA,6
6/5/2017,62,48,56,90,Rain,5
6/6/2017,59,42,50,94,Fog-Rain,6
6/7/2017,59,48,54,87,Rain,5
6/8/2017,57,44,50,83,NA,4
6/9/2017,57,42,50,85,Rain,7
6/10/2017,60,51,56,84,Rain,6
6/11/2017,59,46,52,84,Rain,5
6/12/2017,60,50,55,92,Rain,5
6/13/2017,62,50,56,87,Rain,5
6/14/2017,59,55,57,69,Rain,6
6/15/2017,57,46,52,74,NA,6
6/16/2017,60,51,56,85,Rain,6
6/17/2017,57,44,50,97,Fog,4
6/18/2017,60,46,53,92,Fog-Rain,5
6/19/2017,62,50,56,88,NA,5
6/20/2017,64,46,55,86,NA,2
6/21/2017,60,50,55,77,NA,4
6/22/2017,62,57,60,92,Rain,7
6/23/2017,60,55,58,96,Fog-Rain,6
6/24/2017,59,53,56,88,Fog-Rain,7
6/25/2017,62,50,56,83,Rain,4
6/26/2017,57,48,52,78,NA,5
6/27/2017,57,41,49,86,NA,2
6/28/2017,57,42,50,89,Rain,6
6/29/2017,57,44,50,88,Fog,5
6/30/2017,60,41,50,87,Fog-Rain,5
7/1/2017,60,55,58,91,Rain-Hail,7
7/2/2017,59,50,54,94,Fog-Rain,5
7/3/2017,59,50,54,94,Rain,5
7/4/2017,59,46,52,85,Fog,5
7/5/2017,59,51,55,91,Rain,6
7/6/2017,62,50,56,96,Rain-Thunderstorm,6
7/7/2017,59,51,55,93,Rain,6
7/8/2017,60,44,52,90,Fog-Rain,5
7/9/2017,59,48,54,90,Rain,5
7/10/2017,59,51,55,84,Rain,4
7/11/2017,59,48,54,84,Rain,5
7/12/2017,53,44,48,85,Rain,5
7/13/2017,50,41,46,79,Rain,6
7/14/2017,51,44,48,78,Rain,5
7/15/2017,55,41,48,85,NA,2
7/16/2017,59,39,49,83,Rain,5
7/17/2017,60,44,52,77,NA,6
7/18/2017,59,48,54,89,Fog-Rain,5
7/19/2017,62,42,52,92,Fog,5
7/20/2017,62,50,56,92,Rain,5
7/21/2017,59,50,54,87,Rain-Thunderstorm,6
7/22/2017,57,51,54,90,Rain,6
7/23/2017,59,48,54,89,Rain,5
7/24/2017,57,50,54,81,Rain,5
7/25/2017,59,50,54,83,Rain,4
7/26/2017,59,46,54,81,Rain,4
7/27/2017,57,48,52,89,Rain,5
7/28/2017,57,48,52,89,Rain,6
7/29/2017,51,37,44,70,NA,1
7/30/2017,51,35,43,82,NA,NA
7/31/2017,53,35,44,83,Fog,6
8/1/2017,60,46,53,79,NA,6
8/2/2017,59,50,54,90,Rain,6
8/3/2017,57,46,52,81,NA,4
8/4/2017,55,41,48,77,NA,3
8/5/2017,59,39,49,81,NA,5
8/6/2017,60,46,53,84,Rain,7
8/7/2017,64,55,60,88,Fog-Rain,5
8/8/2017,64,55,60,93,Rain,6
8/9/2017,60,55,58,95,Rain,7
8/10/2017,60,50,55,85,Rain,3
8/11/2017,59,48,54,86,Rain,4
8/12/2017,62,55,58,84,Rain,6
8/13/2017,64,50,57,86,Rain,4
8/14/2017,59,50,54,87,Rain,5
8/15/2017,59,46,52,82,Rain,3
8/16/2017,60,48,54,84,NA,5
8/17/2017,60,50,55,86,Rain,6
8/18/2017,60,50,55,93,Fog-Rain,6
8/19/2017,60,51,56,89,Rain,6
8/20/2017,60,50,55,84,Rain,5
8/21/2017,59,50,54,85,Rain,6
8/22/2017,59,44,52,82,NA,5
8/23/2017,60,39,50,82,NA,2
8/24/2017,62,41,52,82,Fog,2
8/25/2017,62,42,52,80,NA,2
8/26/2017,62,46,54,85,Rain,5
8/27/2017,60,51,56,84,Rain,6
8/28/2017,64,55,60,91,Rain,7
8/29/2017,62,51,56,87,NA,5
8/30/2017,59,50,54,94,Rain,6
8/31/2017,62,53,58,89,Rain,6
9/1/2017,62,50,56,87,Rain,6
9/2/2017,60,51,56,88,Rain,6
9/3/2017,59,51,55,78,Rain,6
9/4/2017,60,51,56,79,Rain,5
9/5/2017,62,50,56,75,Rain,6
9/6/2017,NA,NA,NA,NA,NA,NA
